Country,Name,Category,Class,Soldiers,Morale,Discipline,Training,Recruitment cost,Upkeep cost,Weapon upgrade,Armour upgrade,Primary weapon,Primary_Attack,Charge bonus,Total defence,Armour,Defence skill,Shield,Hit points,Can board ships,Can hide in forest,Can withdraw,Weapon attributes,Hardy,Range,Ammunition,Secondary weapon,Secondary_Attack,Can be supported free in a city,Mount,Can form up and charge,Cantabrian circle,Tertiary weapon,Teriary_Attack,Fire by rank,Gunpowder weapon,Skirmish mode off by default,Knight,Very hardy,Can place stakes,Exploding shot,Can hide anywhere on the battlefield,Can hide in forest - improved,Scare horses
Scotland,Scots Pike Militia, Infantry, Spearmen,60,3, Normal, Trained,150,125,75,60, Pike (Melee),7,1,1,0,1,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Scotland,Scots Pike Militia, Infantry, Spearmen,60,3, Normal, Trained,150,125,75,60, Pike (Melee),7,1,1,0,1,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Scotland,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Scotland,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Scotland,Dismounted Feudal Knights, Infantry, Heavy,48,9, Normal, Trained,570,225,90,70, Sword (Melee),13,3,21,7,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Scotland,Highland Archers, Infantry, Missile,48,3, Low, Untrained,320,100,65,50, Self bow (Missile),5,1,4,0,1,3,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Axe (Melee),7,,,,,,,,,,,,,,,,
Scotland,Highland Archers, Infantry, Missile,48,3, Low, Untrained,320,100,65,50, Self bow (Missile),5,1,4,0,1,3,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Axe (Melee),7,,,,,,,,,,,,,,,,
Scotland,Highland Archers, Infantry, Missile,48,3, Low, Untrained,320,100,65,50, Self bow (Missile),5,1,4,0,1,3,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Axe (Melee),7,,,,,,,,,,,,,,,,
Scotland,Border Horse, Cavalry, Light,32,5, Low, Untrained,390,150,100,75, Cavalry spear (Melee),9,3,9,4,5,0,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),9,, Fast pony,TRUE,,,,,,,,,,,,,
Scotland,Feudal Knights, Cavalry, Heavy,32,9, Impetuous, Trained,730,250,120,95, Cavalry light lance (Melee),10,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Scotland,Feudal Knights, Cavalry, Heavy,32,9, Impetuous, Trained,730,250,120,95, Cavalry light lance (Melee),10,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Scotland,Feudal Knights, Cavalry, Heavy,32,9, Impetuous, Trained,730,250,120,95, Cavalry light lance (Melee),10,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Scotland,Knights Hospitaller, Cavalry, Heavy,32,11, Normal, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Scotland,Knights Hospitaller, Cavalry, Heavy,32,11, Normal, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Scotland,Knights Hospitaller, Cavalry, Heavy,32,11, Normal, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Scotland,Merchant Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,370,210,90,70, Cavalry weak sword (Melee),6,2,14,7,3,4,1,TRUE,TRUE,TRUE,,,,,,,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Scotland,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Scotland,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Scotland,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Scotland,Culverin, Siege, Missile,16,9, Disciplined, Highly trained,800,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,425,30, Culverin (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
Scotland,Culverin, Siege, Missile,16,9, Disciplined, Highly trained,800,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,425,30, Culverin (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
Scotland,Culverin, Siege, Missile,16,9, Disciplined, Highly trained,800,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,425,30, Culverin (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
Scotland,Trebuchet, Siege, Missile,16,9, Disciplined, Highly trained,430,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,215,3, Trebuchet (Siege),55,,,,, Trebuchet - cow carcass (Siege),12,,,,,,,,,,
Scotland,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Scotland,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Scotland,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Scotland,Holk, Ship, Light,30,8, Normal, Trained,670,200,150,150, Melee,10,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Sicily,Italian Militia, Infantry, Light,60,5, Normal, Trained,370,125,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,TRUE,,,,,,,,,,,,,,,
Sicily,Italian Militia, Infantry, Light,60,5, Normal, Trained,370,125,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,TRUE,,,,,,,,,,,,,,,
Sicily,Italian Militia, Infantry, Light,60,5, Normal, Trained,370,125,85,65, Light spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,TRUE,,,,,,,,,,,,,,,
Sicily,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Sicily,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Sicily,Armoured Sergeants, Infantry, Spearmen,60,5, Normal, Trained,540,155,85,65, Long spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Sicily,Sergeant Spearmen, Infantry, Spearmen,60,5, Normal, Trained,420,155,85,65, Long spear (Melee),7,3,9,0,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Sicily,Dismounted Broken Lances, Infantry, Heavy,48,5, Normal, Trained,490,225,75,55, Sword (Melee),11,2,22,9,7,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Sicily,Dismounted Broken Lances, Infantry, Heavy,48,5, Normal, Trained,490,225,75,55, Sword (Melee),11,2,22,9,7,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Sicily,Dismounted Broken Lances, Infantry, Heavy,48,5, Normal, Trained,490,225,75,55, Sword (Melee),11,2,22,9,7,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Sicily,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Sicily,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Sicily,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Sicily,Pavise Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,490,100,65,50, Steel crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Sicily,Pavise Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,490,100,65,50, Steel crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Sicily,Pavise Crossbow Militia, Infantry, Missile,48,3, Normal, Trained,490,100,65,50, Steel crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Sicily,Mounted Sergeants, Cavalry, Light,32,5, Normal, Trained,470,175,100,75, Cavalry spear (Melee),9,3,13,4,5,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,, Heavy horse,TRUE,,,,,,,,,,,,,
Sicily,Cavalry Militia, Cavalry, Heavy,32,5, Low, Trained,540,150,100,75, Cavalry light lance (Melee),8,3,15,7,4,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Sicily,Cavalry Militia, Cavalry, Heavy,32,5, Low, Trained,540,150,100,75, Cavalry light lance (Melee),8,3,15,7,4,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Sicily,Cavalry Militia, Cavalry, Heavy,32,5, Low, Trained,540,150,100,75, Cavalry light lance (Melee),8,3,15,7,4,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),9,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Sicily,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,870,250,120,95, Cavalry heavy lance (Melee),13,4,34,9,5,3,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Armoured horse,,,,,,,,,TRUE,,,,,
Sicily,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,870,250,120,95, Cavalry heavy lance (Melee),13,4,34,9,5,3,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Armoured horse,,,,,,,,,TRUE,,,,,
Sicily,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,870,250,120,95, Cavalry heavy lance (Melee),13,4,34,9,5,3,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Armoured horse,,,,,,,,,TRUE,,,,,
Sicily,Mailed Knights, Cavalry, Heavy,32,9, Low, Trained,680,250,120,95, Cavalry light lance (Melee),10,4,14,5,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
Sicily,Mailed Knights, Cavalry, Heavy,32,9, Low, Trained,680,250,120,95, Cavalry light lance (Melee),10,4,14,5,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Heavy horse,TRUE,,,,,,,TRUE,,,,,,
Sicily,Mounted Crossbowmen, Cavalry, Missile,32,3, Normal, Trained,470,175,90,70, Cavalry crossbow (Missile),5,2,10,5,5,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Cavalry sword (Melee),7,, Fast pony,,TRUE,,,,,,,,,,,,
Sicily,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Sicily,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Sicily,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Sicily,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Sicily,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Sicily,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Sicily,Trebuchet, Siege, Missile,16,9, Disciplined, Highly trained,430,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,215,3, Trebuchet (Siege),55,,,,, Trebuchet - cow carcass (Siege),12,,,,,,,,,,
Sicily,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Sicily,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Sicily,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Sicily,War Galley, Ship, Light,30,8, Normal, Trained,700,200,150,150, Melee,12,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Spain,Peasants, Infantry, Light,60,1, Low, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Spain,Peasants, Infantry, Light,60,1, Low, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Spain,Peasants, Infantry, Light,60,1, Low, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Spain,Town Militia, Infantry, Light,60,3, Normal, Trained,290,125,75,60, Light spear (Melee),5,2,7,0,1,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,TRUE,,,,,,,,,,,,,,,
Spain,Pike Militia, Infantry, Spearmen,60,3, Normal, Highly trained,150,125,75,60, Pike (Melee),7,1,1,0,1,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Spain,Pike Militia, Infantry, Spearmen,60,3, Normal, Highly trained,150,125,75,60, Pike (Melee),7,1,1,0,1,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Spain,Pike Militia, Infantry, Spearmen,60,3, Normal, Highly trained,150,125,75,60, Pike (Melee),7,1,1,0,1,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Spain,Dismounted Chivalric Knights, Infantry, Heavy,48,9, Normal, Trained,610,225,90,70, Sword (Melee),13,3,22,8,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Spain,Dismounted Chivalric Knights, Infantry, Heavy,48,9, Normal, Trained,610,225,90,70, Sword (Melee),13,3,22,8,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Spain,Dismounted Chivalric Knights, Infantry, Heavy,48,9, Normal, Trained,610,225,90,70, Sword (Melee),13,3,22,8,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Spain,Almughavars, Infantry, Missile,48,11, Normal, Trained,640,150,100,75, Javelin (Thrown),13,4,6,0,3,3,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,55,8, Light spear (Melee),12,,,,,,,,,,,,,,,,
Spain,Almughavars, Infantry, Missile,48,11, Normal, Trained,640,150,100,75, Javelin (Thrown),13,4,6,0,3,3,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,55,8, Light spear (Melee),12,,,,,,,,,,,,,,,,
Spain,Almughavars, Infantry, Missile,48,11, Normal, Trained,640,150,100,75, Javelin (Thrown),13,4,6,0,3,3,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,55,8, Light spear (Melee),12,,,,,,,,,,,,,,,,
Spain,Hand Gunners, Infantry, Missile,48,5, Normal, Trained,650,150,75,55, Hand gun (Missile),13,2,13,7,6,0,1,TRUE,TRUE,TRUE, Armour piercing,,55,20, Sword (Melee),11,,,,,,,,TRUE,,,,,,,,
Spain,Hand Gunners, Infantry, Missile,48,5, Normal, Trained,650,150,75,55, Hand gun (Missile),13,2,13,7,6,0,1,TRUE,TRUE,TRUE, Armour piercing,,55,20, Sword (Melee),11,,,,,,,,TRUE,,,,,,,,
Spain,Hand Gunners, Infantry, Missile,48,5, Normal, Trained,650,150,75,55, Hand gun (Missile),13,2,13,7,6,0,1,TRUE,TRUE,TRUE, Armour piercing,,55,20, Sword (Melee),11,,,,,,,,TRUE,,,,,,,,
Spain,Pavise Crossbowmen, Infantry, Missile,48,3, Normal, Trained,490,125,65,50, Crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,,,,,,,,,,,,,,,,
Spain,Pavise Crossbowmen, Infantry, Missile,48,3, Normal, Trained,490,125,65,50, Crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,,,,,,,,,,,,,,,,
Spain,Pavise Crossbowmen, Infantry, Missile,48,3, Normal, Trained,490,125,65,50, Crossbow (Missile),12,1,14,5,3,6,1,TRUE,TRUE,TRUE, Armour piercing,,160,30, Weak sword (Melee),6,,,,,,,,,,,,,,,,
Spain,Chivalric Knights, Cavalry, Heavy,32,11, Impetuous, Trained,930,250,130,100, Cavalry heavy lance (Melee),13,4,17,8,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Spain,Chivalric Knights, Cavalry, Heavy,32,11, Impetuous, Trained,930,250,130,100, Cavalry heavy lance (Melee),13,4,17,8,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Spain,Chivalric Knights, Cavalry, Heavy,32,11, Impetuous, Trained,930,250,130,100, Cavalry heavy lance (Melee),13,4,17,8,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Spain,Gendarmes, Cavalry, Heavy,32,9, Low, Trained,770,320,120,95, Cavalry heavy lance (Melee),10,4,15,11,4,0,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
Spain,Gendarmes, Cavalry, Heavy,32,9, Low, Trained,770,320,120,95, Cavalry heavy lance (Melee),10,4,15,11,4,0,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
Spain,Gendarmes, Cavalry, Heavy,32,9, Low, Trained,770,320,120,95, Cavalry heavy lance (Melee),10,4,15,11,4,0,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),11,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
Spain,Knights of Santiago, Cavalry, Heavy,32,11, Low, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Spain,Knights of Santiago, Cavalry, Heavy,32,11, Low, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Spain,Knights of Santiago, Cavalry, Heavy,32,11, Low, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Spain,Jinetes, Cavalry, Missile,32,5, Normal, Trained,520,175,100,75, Cavalry javelin (Thrown),8,3,15,4,7,4,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,8, Cavalry sword (Melee),9,, Fast pony,,TRUE,,,,,,,,,,,,
Spain,Jinetes, Cavalry, Missile,32,5, Normal, Trained,520,175,100,75, Cavalry javelin (Thrown),8,3,15,4,7,4,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,8, Cavalry sword (Melee),9,, Fast pony,,TRUE,,,,,,,,,,,,
Spain,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Spain,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Spain,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Spain,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Spain,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Spain,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Spain,Ribault, Siege, Missile,16,9, Disciplined, Highly trained,400,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,150,108, Ribault (Siege),65,,,,,,,,TRUE,,,,,,,,
Spain,Ribault, Siege, Missile,16,9, Disciplined, Highly trained,400,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,150,108, Ribault (Siege),65,,,,,,,,TRUE,,,,,,,,
Spain,Caravel, Ship, Light,30,5, Normal, Trained,850,275,200,200, Melee,15,0,15,0,15,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Spain,Caravel, Ship, Light,30,5, Normal, Trained,850,275,200,200, Melee,15,0,15,0,15,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Spain,Caravel, Ship, Light,30,5, Normal, Trained,850,275,200,200, Melee,15,0,15,0,15,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Spain,Lanternas, Ship, Light,40,5, Normal, Trained,970,275,200,200, Melee,18,0,18,0,18,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Spain,Lanternas, Ship, Light,40,5, Normal, Trained,970,275,200,200, Melee,18,0,18,0,18,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
The Turks,Azabs, Infantry, Light,48,3, Low, Untrained,190,100,65,50, Light spear (Melee),5,2,4,0,1,3,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,,,,,,,,,,,,,,,,
The Turks,Azabs, Infantry, Light,48,3, Low, Untrained,190,100,65,50, Light spear (Melee),5,2,4,0,1,3,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,,,,,,,,,,,,,,,,
The Turks,Dismounted Sipahi Lancers, Infantry, Spearmen,48,9, Normal, Trained,630,175,90,70, Long spear (Melee),9,4,15,5,4,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,TRUE,,,,,,,,,,,,,,,,,,,,
The Turks,Dismounted Sipahi Lancers, Infantry, Spearmen,48,9, Normal, Trained,630,175,90,70, Long spear (Melee),9,4,15,5,4,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,TRUE,,,,,,,,,,,,,,,,,,,,
The Turks,Dismounted Sipahi Lancers, Infantry, Spearmen,48,9, Normal, Trained,630,175,90,70, Long spear (Melee),9,4,15,5,4,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,TRUE,,,,,,,,,,,,,,,,,,,,
The Turks,Town Militia, Infantry, Spearmen,48,3, Normal, Untrained,250,100,65,50, Light spear (Melee),5,2,7,0,1,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,,,,,TRUE,,,,,,,,,,,,,,,
